Date,Close,Volume,Dividends
2015-10-19,7.910521984100342,2721233,0.0
2015-10-20,8.063474655151367,1220907,0.0
2015-10-21,7.877065181732178,135236,0.0
2015-10-22,8.101716995239258,189261,0.0
2015-10-23,8.125616073608398,103061,0.0
2015-10-26,7.848385334014893,885743,0.0
2015-10-27,7.518582820892334,1094274,0.0
2015-10-28,7.781472206115723,509801,0.0
2015-10-29,7.623740196228027,499650,0.0
2015-10-30,7.035826206207275,4214161,0.0
2015-11-02,6.925891876220703,70312635,0.0
2015-11-03,6.863753318786621,69176379,0.0
2015-11-04,6.529170036315918,54241942,0.0
2015-11-05,6.347538948059082,38180025,0.0
2015-11-06,6.882872104644775,51702744,0.0
2015-11-09,6.787278175354004,30158099,0.0
2015-11-10,6.88765287399292,25426050,0.0
2015-11-11,6.744260311126709,18942302,0.0
2015-11-12,6.548288822174072,35050675,0.0
2015-11-13,6.40011739730835,25678456,0.0
2015-11-16,6.395336627960205,23712203,0.0
2015-11-17,6.3188605308532715,21370697,0.0
2015-11-18,6.519608497619629,22402515,0.0
2015-11-19,6.5865254402160645,22662319,0.0
2015-11-20,6.792057514190674,31932509,0.0
2015-11-23,6.619986057281494,26354291,0.0
2015-11-24,6.5435099601745605,41484183,0.0
2015-11-25,6.749040603637695,39017248,0.0
2015-11-27,6.858972549438477,10395090,0.0
2015-11-30,7.1027421951293945,50075613,0.0
2015-12-01,7.4612250328063965,43197341,0.0
2015-12-02,7.145759105682373,21818558,0.0
2015-12-03,6.988028049468994,32527478,0.0
2015-12-04,7.274814128875732,20648579,0.0
2015-12-07,7.411531448364258,16424439,0.031966
2015-12-08,7.277212619781494,19988745,0.0
2015-12-09,7.1237053871154785,24538415,0.0
2015-12-10,7.061343669891357,19528668,0.0
2015-12-11,6.802298069000244,18265779,0.0
2015-12-14,6.927023887634277,19834755,0.0
2015-12-15,6.984588146209717,22175746,0.0
2015-12-16,7.051748752593994,13490889,0.0
2015-12-17,6.864663124084473,13118732,0.0
2015-12-18,6.792704105377197,33271447,0.0
2015-12-21,6.725544452667236,16970372,0.0
2015-12-22,6.744732856750488,12547163,0.0
2015-12-23,7.152489185333252,19359710,0.0
2015-12-24,7.205255508422852,3748234,0.0
2015-12-28,7.305995464324951,10203937,0.0
2015-12-29,7.2916035652160645,10797873,0.0
2015-12-30,7.329979419708252,10796841,0.0
2015-12-31,7.2916035652160645,11644903,0.0
2016-01-04,7.258023262023926,25940497,0.0
2016-01-05,7.21005392074585,17770259,0.0
2016-01-06,7.099719524383545,19468277,0.0
2016-01-07,6.576835632324219,34143941,0.0
2016-01-08,6.495285511016846,28272024,0.0
2016-01-11,6.360965728759766,25998996,0.0
2016-01-12,6.360965728759766,21435562,0.0
2016-01-13,6.1163129806518555,30489650,0.0
2016-01-14,6.236240863800049,22973740,0.0
2016-01-15,6.015573024749756,33945733,0.0
2016-01-19,5.910037517547607,22239750,0.0
2016-01-20,5.785311698913574,28630244,0.0
2016-01-21,5.953211784362793,28784234,0.0
2016-01-22,6.404138088226318,26272736,0.0
2016-01-25,6.399341583251953,19241679,0.0
2016-01-26,6.524065971374512,18454869,0.0
2016-01-27,6.423328876495361,31803640,0.0
2016-01-28,6.327385902404785,16989470,0.0
2016-01-29,6.600820064544678,19548799,0.0
2016-02-01,6.6152119636535645,16430633,0.0
2016-02-02,6.452108860015869,16650692,0.0
2016-02-03,6.413733005523682,12995369,0.0
2016-02-04,6.6439948081970215,11182073,0.0
2016-02-05,6.332182884216309,22759014,0.0
2016-02-08,6.001181125640869,25491603,0.0
2016-02-09,6.101922512054443,11504506,0.0
2016-02-10,6.169081211090088,10292717,0.0
2016-02-11,5.948414325714111,16920476,0.0
2016-02-12,5.895646572113037,18150846,0.0
2016-02-16,5.9148335456848145,20606942,0.0
2016-02-17,6.245834827423096,14910693,0.0
2016-02-18,6.490487098693848,20189190,0.0
2016-02-19,6.557647228240967,16198014,0.0
2016-02-22,6.620007514953613,18505625,0.0
2016-02-23,6.27941370010376,25201001,0.0
2016-02-24,6.490487098693848,22757638,0.0
2016-02-25,6.562443733215332,20784159,0.0
2016-02-26,6.4473137855529785,18624516,0.0
2016-02-29,6.365762233734131,21932459,0.0
2016-03-01,6.370558261871338,14373879,0.0
2016-03-02,6.6679792404174805,17234305,0.0
2016-03-03,6.524065971374512,17256500,0.0
2016-03-04,7.406734466552734,57415854,0.0
2016-03-07,7.688370704650879,31792800,0.031966
2016-03-08,7.332113742828369,21215331,0.0
2016-03-09,7.457283973693848,19045536,0.0
2016-03-10,7.65466833114624,24578332,0.0
2016-03-11,7.86168098449707,26984531,0.0
2016-03-14,7.9001994132995605,16641917,0.0
2016-03-15,8.073509216308594,23974588,0.0
2016-03-16,8.275707244873047,21531053,0.0
2016-03-17,8.261263847351074,18699360,0.0
2016-03-18,8.343108177185059,53273441,0.0
2016-03-21,8.526049613952637,18463127,0.0
2016-03-22,8.429764747619629,19474127,0.0
2016-03-23,8.405692100524902,19674400,0.0
2016-03-24,8.458649635314941,15261342,0.0
2016-03-28,8.429764747619629,9518639,0.0
2016-03-29,8.49716567993164,10197054,0.0
2016-03-30,8.612704277038574,18156352,0.0
2016-03-31,8.535677909851074,17876245,0.0
2016-04-01,8.858231544494629,25550102,0.0
2016-04-04,8.684918403625488,13191512,0.0
2016-04-05,8.477906227111816,14280625,0.0
2016-04-06,8.646407127380371,17879858,0.0
2016-04-07,8.540492057800293,16196809,0.0
2016-04-08,8.612704277038574,12525312,0.0
2016-04-11,8.535677909851074,10114296,0.0
2016-04-12,8.29977798461914,15120085,0.0
2016-04-13,8.424951553344727,14182897,0.0
2016-04-14,8.309408187866211,11503990,0.0
2016-04-15,8.376809120178223,20409250,0.0
2016-04-18,8.396064758300781,9740935,0.0
2016-04-19,8.29977798461914,11079872,0.0
2016-04-20,8.376809120178223,9360003,0.0
2016-04-21,8.405692100524902,10272415,0.0
2016-04-22,8.420134544372559,13692194,0.0
2016-04-25,8.2853364944458,10051667,0.0
2016-04-26,8.357548713684082,10813874,0.0
2016-04-27,8.333477973937988,10948938,0.0
2016-04-28,8.198681831359863,8237340,0.0
2016-04-29,8.020552635192871,12195481,0.0
2016-05-02,7.895383834838867,14557979,0.0
2016-05-03,7.6691131591796875,19039170,0.0
2016-05-04,7.6691131591796875,11420887,0.0
2016-05-05,7.568011283874512,6054985,0.0
2016-05-06,7.596897125244141,8574569,0.0
2016-05-09,7.635411739349365,8505230,0.0
2016-05-10,7.64985466003418,8192777,0.0
2016-05-11,7.712440490722656,11132349,0.0
2016-05-12,7.65466833114624,9321807,0.0
2016-05-13,7.592082977294922,11680863,0.0
2016-05-16,7.683554649353027,15174282,0.0
2016-05-17,7.616154670715332,25107403,0.0
2016-05-18,7.543942928314209,11315244,0.0
2016-05-19,7.596897125244141,11501753,0.0
2016-05-20,7.640227794647217,15455593,0.0
2016-05-23,7.736513614654541,14882648,0.0
2016-05-24,7.8231682777404785,21613812,0.0
2016-05-25,8.35273551940918,75418560,0.0
2016-05-26,8.371992111206055,37393042,0.0
2016-05-27,8.790834426879883,39501412,0.0
2016-05-31,8.891935348510742,42932892,0.0
