Date,Close,Volume,Dividends
2000-02-23,7.402446746826172,765300,0.0
2000-02-24,7.258358955383301,1198500,0.0
2000-02-25,7.348413944244385,879900,0.0
2000-02-28,7.249354362487793,849600,0.0
2000-02-29,7.384436130523682,971700,0.0
2000-03-01,7.438468933105469,814500,0.0
2000-03-02,7.384436130523682,1179300,0.0
2000-03-03,7.456479072570801,491100,0.0
2000-03-06,7.2763752937316895,1859400,0.0
2000-03-07,7.2763752937316895,2130900,0.0
2000-03-08,7.168309688568115,1425600,0.0
2000-03-09,7.366426467895508,777900,0.0
2000-03-10,7.2943830490112305,799200,0.0
2000-03-13,7.195323467254639,847500,0.0
2000-03-14,7.231344223022461,1437900,0.0
2000-03-15,7.528522968292236,675900,0.0
2000-03-16,7.780675888061523,822600,0.0
2000-03-17,7.690623760223389,621900,0.0
2000-03-20,7.942770004272461,842700,0.0
2000-03-21,8.050835609436035,582900,0.0
2000-03-22,7.942770004272461,443400,0.0
2000-03-23,7.852717876434326,859800,0.0
2000-03-24,7.708629608154297,311100,0.0
2000-03-27,7.852717876434326,462000,0.0
2000-03-28,8.176918983459473,1204800,0.0
2000-03-29,7.9423933029174805,653100,0.021
2000-03-30,7.816041469573975,1941600,0.0
2000-03-31,8.195114135742188,2643600,0.0
2000-04-03,7.906294822692871,452700,0.0
2000-04-04,7.924343585968018,837900,0.0
2000-04-05,7.9423933029174805,749700,0.0
2000-04-06,7.9739837646484375,825300,0.0
2000-04-07,8.032651901245117,425100,0.0
2000-04-10,7.906294822692871,489600,0.0
2000-04-11,7.924343585968018,581400,0.0
2000-04-12,8.195114135742188,586500,0.0
2000-04-13,8.15900707244873,605700,0.0
2000-04-14,7.7979888916015625,1141500,0.0
2000-04-17,7.9423933029174805,504600,0.0
2000-04-18,8.15900707244873,638100,0.0
2000-04-19,7.816041469573975,1112100,0.0
2000-04-20,8.294386863708496,462300,0.0
2000-04-24,8.086795806884766,278100,0.0
2000-04-25,8.429770469665527,795900,0.0
2000-04-26,8.375617980957031,933300,0.0
2000-04-27,8.538076400756836,889800,0.0
2000-04-28,8.393667221069336,333900,0.0
2000-05-01,8.375617980957031,1041600,0.0
2000-05-02,8.321463584899902,655200,0.0
2000-05-03,8.15900707244873,492900,0.0
2000-05-04,8.524540901184082,1190700,0.0
2000-05-05,8.646381378173828,594600,0.0
2000-05-08,8.808837890625,822900,0.0
2000-05-09,8.790785789489746,750900,0.0
2000-05-10,8.682479858398438,345300,0.0
2000-05-11,8.808837890625,683100,0.0
2000-05-12,8.628328323364258,516300,0.0
2000-05-15,9.42257022857666,1012200,0.0
2000-05-16,9.169853210449219,911100,0.0
2000-05-17,9.187906265258789,774000,0.0
2000-05-18,8.989348411560059,726300,0.0
2000-05-19,9.025456428527832,839400,0.0
2000-05-22,8.664435386657715,754200,0.0
2000-05-23,8.808837890625,519300,0.0
2000-05-24,8.881044387817383,381600,0.0
2000-05-25,8.971299171447754,651900,0.0
2000-05-26,9.043502807617188,217800,0.0
2000-05-30,9.043502807617188,1296300,0.0
2000-05-31,8.862990379333496,594000,0.0
2000-06-01,8.899088859558105,753900,0.0
2000-06-02,8.917141914367676,956100,0.0
2000-06-05,8.935193061828613,567600,0.0
2000-06-06,9.007396697998047,493200,0.0
2000-06-07,8.844937324523926,629400,0.0
2000-06-08,8.971299171447754,522000,0.0
2000-06-09,8.971299171447754,311400,0.0
2000-06-12,8.917141914367676,639000,0.0
2000-06-13,8.935193061828613,290100,0.0
2000-06-14,8.9532470703125,504600,0.0
2000-06-15,9.043502807617188,681300,0.0
2000-06-16,8.96678352355957,850200,0.0
2000-06-19,9.169853210449219,615900,0.0
2000-06-20,9.151808738708496,234900,0.0
2000-06-21,9.133752822875977,306300,0.0
2000-06-22,9.170073509216309,1234200,0.021
2000-06-23,9.079639434814453,799500,0.0
2000-06-26,8.971117973327637,1331400,0.0
2000-06-27,8.627463340759277,3701100,0.0
2000-06-28,9.079639434814453,735600,0.0
2000-06-29,9.206250190734863,513000,0.0
2000-06-30,8.91685962677002,2000700,0.0
2000-07-03,8.754069328308105,323700,0.0
2000-07-05,8.627463340759277,494400,0.0
2000-07-06,9.007291793823242,617100,0.0
2000-07-07,9.115813255310059,496200,0.0
2000-07-10,9.604161262512207,975600,0.0
2000-07-11,9.567983627319336,1384200,0.0
2000-07-12,9.604161262512207,1256400,0.0
2000-07-13,9.405205726623535,644100,0.0
2000-07-14,9.237898826599121,1801500,0.0
2000-07-17,9.459460258483887,580800,0.0
